Unnamed: 0,author,date,text,label,video,LF1,LF2,LF3,LF4,LF5,LF6,LF7,LF8,LF9,LF10,major_label
37,Robloxia Asap,2015-04-25T19:54:03.298000,Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-ï»¿,1,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
254,Ysobel Schofield,2013-07-13T20:17:25.181000,Waka waka she rules,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
193,Olda87 CZ,2015-05-21T18:12:34.046000,You best singerï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0
123,Lisa Matthews,2013-07-17T13:56:03.233000,Check out this video on YouTube:<br />&quot;This Time for Africa&quot;. One for Trayvon!  And Our MOTHERland<br />Thank-you Shakiraï»¿,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
361,JH Simene,2015-05-24T22:24:17.416000,Subscribe me please. i&#39;ll promise i&#39;ll sub backï»¿,1,5,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1
125,Simon Morales,2015-05-08T20:28:10.938000,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>ï»¿",1,5,1,-1,1,-1,0,1,-1,-1,-1,0,1
96,celma joao tomas anacuja anacuja celma joao tomas,2015-05-27T06:30:54.415000,Likeï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
49,Terry Short,2015-05-26T14:33:52.496000,"Support the fight for your 4th amendment right to privacy in your home.Â  Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for ourÂ  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.Â  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters join Rand in the fight to protect <a href=""http://it.ht"">it.ht</a> to privacy in your home and business.. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed SaturdayÂ  morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters To All Of US, Help Rand Protect It by joining the fright for it.ï»¿",1,5,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
126,Nash Alema,2015-05-25T03:09:41.790000,Waka wakaï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
71,WhipCreamOnTop,2013-10-04T18:46:53.897000,this song is racist,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
33,jemy Abdulrahman,2013-09-05T19:30:37.124000,WOw,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
197,Charly Boy Toy,2013-09-05T17:05:33.790000,the best!,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0
150,Shakira Forever,2015-05-22T00:36:04.509000,Shakiraï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
359,Tydings Jay,2013-10-04T07:47:56.333000,Waka waka,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
183,Chelsea Andrews,2015-05-27T20:43:10.162000,Shakira - Waka Waka <br />LOVE THIS SONG!!!!!!!!!!!!!!!ï»¿,0,5,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0
215,Anderson St. Martin,2013-10-09T03:22:24.252000,"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",1,5,1,1,-1,1,-1,1,-1,-1,-1,0,1
90,OldSchool Music,2015-05-27T19:00:57.936000,I don&#39;t think this song will ever get old ï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
354,Hamilton44,2015-05-23T22:08:55.169000,Youtube comments be like<br />This is so 5 years ago. ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,Anthony Lam,2013-07-29T08:59:24.455000,"Hey, I am doing the Forty Hour famine so I&#39;ll be giving up on food and social working for 40 hours. I&#39;m doing this to raise money for African people who can&#39;t experience the luxuries that we can. So can you donate to give them a chance?  Any amount would do :)  Click on the link and donate h t t p : / / 4 0 h f . c o m . a u / A n t h o n y L a m Thanks :)",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
236,Louis Bryant,2013-10-12T15:19:50.282000,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0
275,Ed Garcon,2015-05-25T14:05:41.188000,im still watching in 2015ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104,5000palo,2013-09-07T13:36:28.059000,Shakira :-*,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
282,Diego Donzelli,2015-05-21T14:51:22.565000,waka wakaï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
111,Dr.geetanjali sharma,2015-05-27T09:14:14.641000,Waka best oneï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0
209,Mayla Stephens,2013-10-18T20:28:32.779000,I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),1,5,1,1,-1,-1,0,-1,-1,-1,-1,0,0
108,jehoiada wellington,2015-05-28T17:06:37.288000,The best world cup song ever!!!!ï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0
124,Leedl bagginshield,2015-05-23T21:27:36.596000,it pisses me off a bit that blank space has more views (868 mio) than this. meh ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
153,Dinova Sharon,2013-07-13T14:44:00.700000,well done shakira,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
97,vimal singhania,2015-05-20T09:48:09.938000,SHAKIRA SONG WAKA WAKAï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
8,How To,2015-04-25T06:38:00.463000,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZï»¿,1,5,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
216,Naseeb Jan,2015-05-23T07:12:18.941000,nice songï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
152,rtfamily,2015-05-23T16:45:03.492000,"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>ï»¿",1,5,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1
94,Ryan Ramma,2015-05-26T14:39:51.793000,Whose who are watching this in 2015. Â LIKE!ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,mile panika,2013-11-03T14:39:42.248000,"I absolutely adore watching football plus Iâ€™ve started earning income with out risk from claiming bonus deals. Itâ€™s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And itâ€™s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
333,Laura Brown,2013-10-27T02:55:06.764000,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous",1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1
231,Titan,2013-08-08T21:15:36.040000,"Subscribe me, I will? subscribe you back!!!",1,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
338,ashwini praveena,2015-05-23T12:47:50.445000,beautifulï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
140,macgyver16,2013-07-24T14:07:32.431000,adf.ly / KlD3Y,1,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
134,DJ ROY,2013-08-02T21:02:09.931000,"Hey youtubers... I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the music world. I dont have any money to advertise my channel, If you could just visit my channel, comment on my video or subscribe, that would be great.... It will only be few seconds of your life..... Thank u to all the people who just gave me a chance l really appreciate it",1,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
147,5000palo,2013-09-05T17:29:20.413000,Shakira :-*,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
305,steven reed,2013-07-19T22:12:16.609000,Please check out and send to others Freedom and Justice are on the line!  Please Google:   Steven L. Reed Case Lands in Supreme Court---thanks!,1,5,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1
264,Anastasia Trevla,2015-05-23T18:35:07.666000,I love  Shakira !!!!!! â¤ðŸŽµðŸŽ¶ðŸŽ¼ðŸŽ¸ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
82,Joshua Kasey,2013-07-21T08:26:18.155000,"Hello everyone, It Is not my intention to spam and am truly sorry If anyone Is annoyed by this but just please hear me out.  I am a rapper, singer, music producer and a song writer and have been making music for a while now, eight years to be exact.  I enjoy making all types of music that anyone can listen to, doesn&#39;t have me talking about killing anyone and most importantly, focuses on the quality of the music.  Please check out my page, It&#39;s only a click away.  Thank you and have a nice day :)",1,5,1,-1,-1,1,0,1,-1,-1,-1,0,1
204,Tillolo79,2015-05-21T22:54:24.249000,Wow...5 years<br />ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
52,Russian soldier sniper,2015-05-25T02:38:54.495000,she is beautiful but it is not American!ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
178,Agung Handono Susilo,2015-05-26T03:34:08.887000,Good song:-)ï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
318,Felipe Browne,2015-05-08T01:52:42.291000,Check out this video on YouTube: ï»¿,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
244,5000palo,2013-10-04T19:40:44.339000,She is perfect,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
171,tyler sleetway,2013-10-05T00:57:25.078000,so beutiful,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
331,æž—æ€é³³,2015-05-21T12:35:28.603000,"Very pleasant to hear, haha, good.ï»¿",0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
258,Laura Gray,2015-05-25T19:56:09.670000,Watching in 2015ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
252,DynamicDesignStudios,2013-08-15T22:17:46.329000,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I donâ€™t have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! Thank You! ",1,5,1,1,-1,1,-1,-1,-1,-1,-1,0,1
283,Golden Lion,2015-05-26T17:16:06.269000,Shakira is my favourite singer. Woooooï»¿,0,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
295,Lizle Productions,2015-05-16T11:33:22.322000,Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ï»¿,1,5,1,-1,-1,-1,0,-1,-1,-1,-1,0,0
64,KAM IL,2015-05-23T16:06:50.834000,I remember that torunament like it was today.ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
308,James Cook,2013-10-20T13:31:10.083000,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Incomeâ€¦Only at 4NetJobs.com",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,ovidiu mitricioiu,2015-05-26T08:11:50.918000,BEAUTIFUL,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
4,How To Advertise On Facebook,2013-09-01T16:16:00.721000,WAYS TO MAKE MONEY 50k Per Month Search google Now &gt;&gt; 9nl.me/make-money-without-investment-1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
246,david rodriguez,2013-09-04T04:08:26.821000,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity give thumbs up i would  apprecitate it.,1,5,1,-1,-1,-1,-1,1,-1,-1,-1,0,1
297,Arvind Pandey,2015-05-24T11:55:30.385000,nice songï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
219,Louis Bryant,2013-10-12T15:55:05.693000,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.",1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1
121,Nimesh Nambiar,2015-05-26T03:17:53.672000,She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
356,John Wilkie,2015-05-20T19:35:54.615000,Lip synch is terribleï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
131,HowToMakeALotOfMoneyFast,2013-10-18T16:44:51.714000,How To Make A Lot Of Money Fast,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
87,Spider Girl,2015-05-25T21:31:01.689000,Love this song! My soccer team made a cd for our couch with this song on it!ï»¿,0,5,1,-1,-1,-1,0,-1,-1,-1,-1,0,0
341,damion taylor,2013-07-21T20:20:34.118000,check out my new video,1,5,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
40,Axy665,2015-05-27T06:57:11.853000,5 years later i still love this songÂ <br />~Axy665ï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
348,Hidden Love,2013-09-24T14:29:54.072000,Hi. Check out and share our songs.,1,5,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1
78,Edward Wright,2013-08-11T05:23:08.533000,"Hey, hit this shit up while yall can, they killed the versace remix. Just type in CGE &quot;Versace Freestyle (Get Money)&quot; Shot by Ja-Wan Gardner and help them reach 1 million views.",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,Masreya ..,2013-10-04T22:38:44.441000,I like,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
347,Shadrach Grentz,2013-07-14T03:11:20.243000,"Hey Music Fans I really appreciate all of you who take time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I dont have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that u won&#39;t regret!!! Thank u to all the people who just give me a chance it means a lot! :)",1,5,1,-1,-1,-1,-1,1,-1,-1,-1,0,1
367,bilal bilo,2015-05-22T20:36:36.926000,I liked<br />ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
162,Marius Dima,2015-04-23T09:27:06.888000,"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>ï»¿",1,5,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
44,Capo Crimini,2013-10-04T18:59:40.338000,Your a fucking bitch,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
256,GALAXIAN HD,2015-05-09T16:51:31.436000,please visit my channelï»¿,1,5,1,-1,-1,1,-1,-1,0,-1,-1,-1,1
119,AllDailyVines,2013-11-03T12:11:52.335000,hahahahah â™¥â™¥â™¥â™¥ :D like vines ?  Subscribe to me for daily vines,1,5,-1,1,-1,-1,-1,-1,-1,0,-1,0,0
112,vuong quang,2015-05-26T14:53:14.277000,Likeï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
38,Carmen W,2015-05-24T01:36:23.815000,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
26,gamila Khalil,2015-05-14T19:02:59.210000,Check out this video on YouTube:ï»¿,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
42,Johnny Rei Vlog,2013-07-18T16:50:26.909000,"Hi -this is Johnny: 1. If You already know my music - thumb this up, because You found it this way, too. 2. If You want to hear original songs completely made by 1 person, continue reading:  I sing, write original music+lyrics &amp; play guitar, bass, drums &amp; keyboards. I&#39;m a 1-man-band. My music is completely independent &amp; 100% listener-supported. If You want to hear it &amp; if You&#39;re willing to help record new album - click on my name/picture.  Thank You &amp; enjoy the music - wish You awesome day!",1,5,1,-1,-1,-1,0,-1,-1,-1,-1,0,0
167,Merabi Mazmaniani,2013-10-09T14:20:36.334000,Please visit this Website: oldchat.tk,1,5,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
101,Martis Zelvis,2015-05-23T05:49:17.300000,waka waka:-):-):-)ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
212,Ryan Alexander Osborn,2013-10-04T02:26:08.693000,"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained Godâ€™s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. ",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,FreshisYummy,2013-10-26T06:28:32.523000,Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),1,5,1,-1,-1,-1,-1,1,-1,-1,-1,0,1
274,Titan,2013-08-08T21:16:25.626000,"Subscribe me, I will? subscribe you back!!!",1,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
36,Charanjeet Singh,2013-09-06T12:13:12.642000,&quot;HELP THE HUMANITY WITH YOUR SIGN IN TO THIS LINK WITH YOUR WHOLEHEARTED SUPPORT IF YOU SAY &quot;NO&quot; TO DISCRIMINATION. â€œUNITED WE STAND â€œ  WE WILL BRING THE CHANGE TOGETHER.  IMPOSSIBLE ITSELF SAYS I  M  POSSIBLE&quot;  YOU ARE THE WINNERS OF MY SUCCESS!CHEERS TO ALL MY LOVING BROTHERS AND SISTERS !  PLEASE SHARE THIS LINK ON FACEBOOK TO SUPPORT AGAINST DISCRIMINATION.  tinyurl(dot)com(slash)mxh2y77  FEAR NONE BUT GOD !!!,1,5,1,-1,-1,1,-1,-1,-1,-1,-1,0,1
260,Shadrach Grentz,2013-08-01T20:39:15.325000,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :)",1,5,1,-1,-1,-1,-1,1,-1,-1,-1,0,1
159,Johnny Rei Vlog,2013-07-19T11:41:54.923000,"Nice to meet You - this is Johnny: 1. If You already know my music - thumb this up, because You found it this way, too. 2. If You want to hear original songs completely made by 1 person, continue reading:  I sing, write original music+lyrics &amp; play guitar, bass, drums &amp; keyboards. I&#39;m a 1-man-band. My music is completely independent &amp; 100% listener-supported. If You want to hear it &amp; if You&#39;re willing to help record new album - click on my name/picture.  Enjoy the music - wish You awesome day!",1,5,1,-1,-1,-1,0,-1,-1,-1,-1,0,0
190,Matheus Ribeiro,2015-05-20T01:41:33.711000,Good times ...ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
276,Hidayet Ã–zsoy,2015-05-23T10:46:16.850000,"Shakira you are so beautiful. You are lovely, lively.. We love you.ï»¿",0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
325,Tierra Carbon,2015-05-24T14:21:54.411000,It was  cool   the best   song ever  ï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
238,Minh LÃ½,2013-10-02T12:15:58.210000,i like and love so much people all friends..... I love Shakira ^^,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
234,Thiago Andrade,2015-05-25T08:08:49.121000,Nice vÃ­deo shakira goodï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
141,ricky swaggz,2013-08-07T23:40:12.225000,******* Facebook is LAME and so 2004! Check out ------------ swagFriends com Make thousands of cool new friends everyday! Join this new movement!,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1
86,ranferi delgado,2013-10-04T03:56:04.784000,best song eva,0,5,-1,-1,-1,-1,0,-1,0,-1,0,-1,0
45,Ð¡ÐµÑ€Ð³ÐµÐ¹ ÐÐ½Ð´Ñ€ÐµÐµÐ²Ð¸Ñ‡,2015-05-25T18:00:22.486000,love Shakira!ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
217,DJ ROY,2013-08-14T21:07:42.306000,"Hey youtubers... I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the music world. I dont have any money to advertise my channel, If you could just visit my channel, comment on my video or subscribe, that would be great.... It will only be few seconds of your life..... Thank u to all the people who just gave me a chance l really appreciate it",1,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
316,Haolin Tan,2015-05-24T03:55:10.367000,How could 108k people dislike this song or videoï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
95,Neeru bala,2013-09-05T23:07:09.056000,Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
149,Oreoluwa Ajjayi,2015-05-24T16:05:33.401000,I love youï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
199,meg fluttershy,2013-07-25T20:47:41.071000,Love itt and ppl check out my channel!!!,1,5,1,-1,-1,-1,-1,1,-1,-1,0,0,1
253,à¸™à¹‰à¸³ à¸£à¸´à¸™,2013-10-02T06:32:58.224000,beautiful,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
323,Krystian Konrad MoreÅ„ski,2013-09-06T09:36:48.076000,"Part 2. Holy Mary, pray for us Holy Mother of God, pray for us Holy Virgin of virgins, pray for us Mother of Christ, pray for us Mother of divine grace, pray for us Mother most pure, pray for us Mother most chaste, pray for us Mother inviolate, pray for us Mother undefiled, pray for us Mother most amiable, pray for us Mother most admirable, pray for us Mother of good counsel, pray for us Mother of our Creator, pray for us Mother of our Redeemer, pray for us",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
